id,invoice,totalSaleAmount,invoiceDate,deliveryDate,name,description,sku,protectionPlanName,protectionPlanDuration,protectionPlanPrice,protectionPlanSku,protectionPlanPeriod,customerId,createdAt,updatedAt
51be3b34-5c35-4722-8094-70565ed4051b,w3l6xc45kb,606.72,2022-03-21 00:12:16.069+00,2021-12-26 03:54:28.214+00,Handmade Concrete Tuna,The Football Is Good For Training And Recreational Purposes,kboqw,Adjustable Mattress Base Protection Plan,9,920,REGADJPRO10,Years,05dc77d0-9834-449f-9c93-bc4366506132,2023-03-30 21:49:39.759599,2023-03-30 21:49:39.759599
20599199-ee7f-4aa2-ba34-25779f63fa32,odor5xllpw,584.05,2021-12-04 20:56:18.591+00,2022-04-04 06:05:36.086+00,Ergonomic Metal Salad,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,caceu,Furniture Protection Plan,3,446,REGFURNPRO,Years,3ba8114b-be39-4809-a3b9-a47bf49bc366,2023-03-30 21:49:39.760771,2023-03-30 21:49:39.760771
0e8ca81d-6727-43a0-8870-79109b27a99f,hvpx4kb3vm,289.28,2022-04-01 14:56:26.515+00,2021-02-01 21:44:50.301+00,Generic Frozen Shirt,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",tltyh,Adjustable King Mattress Base Protection Plan,6,484,REGKADJPRO5,Years,8d57b525-d4e9-486a-a79b-82a238dc7485,2023-03-30 21:49:39.762543,2023-03-30 21:49:39.762543
91c9a4d3-cf29-4c02-9329-533ca16e26b7,7fgepv8yog,866.64,2021-07-25 10:19:18.666+00,2021-12-29 13:36:31.508+00,Unbranded Wooden Salad,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",lroc1,Outdoor Furniture Protection Plan,5,347,REGOUTDRF,Years,115ad7e2-e987-44f3-95ca-f23e5b05c8b5,2023-03-30 21:49:39.763601,2023-03-30 21:49:39.763601
e22f8e3c-b783-4399-b4ff-a37bed8d4c16,ue6tghuzks,878.02,2022-05-27 06:24:17.021+00,2022-04-07 15:58:07.327+00,Recycled Soft Chair,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",4rb1l,Adjustable Mattress Base Protection Plan,9,920,REGADJPRO10,Years,8d2045e2-028c-40c7-b59a-4dd702f197a6,2023-03-30 21:49:39.764726,2023-03-30 21:49:39.764726
b7a426c8-80e4-4871-85a8-96ca2ebbd4ef,0kz5sdufou,144.19,2021-01-29 00:52:18.211+00,2021-06-20 16:28:59.239+00,Rustic Granite Bacon,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,s3foi,Adjustable Mattress Base Protection Plan,9,920,REGADJPRO10,Years,06dc3904-75c2-4c9e-9938-aed01cb9b6a6,2023-03-30 21:49:39.765848,2023-03-30 21:49:39.765848
4af3d698-f62c-4210-bbf5-bc60a72498cb,fovl894u99,769.34,2021-01-18 05:12:07.62+00,2021-02-22 09:39:05.403+00,Licensed Plastic Sausages,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",bujni,Outdoor Furniture Protection Plan,5,347,REGOUTDRF,Years,10d1ee36-1c1b-416e-b105-1cc01138aaf8,2023-03-30 21:49:39.76711,2023-03-30 21:49:39.76711
16087c6f-3f47-40c7-a8d1-ad11535b525c,qjyxgq6sl1,415.59,2021-08-09 02:21:33.351+00,2021-12-11 13:02:07.711+00,Rustic Soft Computer,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,e3x2n,Outdoor Furniture Protection Plan,5,347,REGOUTDRF,Years,70f1e7cf-45fc-4595-92f7-deadcf18a009,2023-03-30 21:49:39.768229,2023-03-30 21:49:39.768229
2e08e46b-a754-4853-b0d2-f350a800ab09,84n6h7mzrr,41.25,2021-09-16 13:51:33.161+00,2022-04-22 06:55:46.801+00,Gorgeous Plastic Ball,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,5rnck,Adjustable King Mattress Base Protection Plan,6,146,REGKADJPRO10,Years,b80c781e-caa2-4ab0-99ed-07db3fec6e6f,2023-03-30 21:49:39.769335,2023-03-30 21:49:39.769335
9ccc91f5-73ab-43ad-a453-973e91b3feef,v6gus9lapm,470.89,2021-12-01 17:11:00.182+00,2021-12-03 01:25:09.935+00,Oriental Soft Fish,The Football Is Good For Training And Recreational Purposes,tnu53,Furniture Protection Plan,3,446,REGFURNPRO,Years,87e33c89-b3a5-42e2-864f-c13df1e256d2,2023-03-30 21:49:39.770444,2023-03-30 21:49:39.770444
80b9d5ca-96d7-474f-860c-802a44e6b33f,z0ps3bh89j,382.97,2021-08-23 15:42:33.612+00,2021-02-01 07:15:37.381+00,Rustic Frozen Bike,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",vrhlm,Adjustable King Mattress Base Protection Plan,6,484,REGKADJPRO5,Years,6340a1c5-5ac4-4eb1-a7c3-88b9be0cedc4,2023-03-30 21:49:39.77146,2023-03-30 21:49:39.77146
34cb1623-63c5-493a-82ff-e3aebe20a675,bzys1vnm0v,344.17,2021-02-09 00:01:07.063+00,2022-03-18 05:39:30.64+00,Incredible Concrete Chicken,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",1t94g,Outdoor Furniture Protection Plan,5,347,REGOUTDRF,Years,520818b3-8b8f-4b76-996d-acbfd273ecd2,2023-03-30 21:49:39.772572,2023-03-30 21:49:39.772572
c3bd2c0c-ae9c-4574-8880-a8855ba1dbb6,c99y52r6ne,164.08,2022-03-10 09:46:11.033+00,2022-01-31 00:28:54.084+00,Unbranded Fresh Cheese,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,kk3ab,Furniture Protection Plan,3,446,REGFURNPRO,Years,8d00605d-57fb-48c9-8c6e-1aecfcce61c5,2023-03-30 21:49:39.773682,2023-03-30 21:49:39.773682
9244966f-9224-41e3-bba2-7a548dde337d,iq68a86flx,151.87,2021-08-23 06:09:53.606+00,2022-04-25 16:36:21.199+00,Handmade Bronze Ball,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,iymwy,Furniture Protection Plan,3,446,REGFURNPRO,Years,ff6b9889-fbf2-40e6-b856-17948623cd75,2023-03-30 21:49:39.7748,2023-03-30 21:49:39.7748
529d52d8-a7ce-487f-bd07-fae5f1e48764,9k3wcih5k1,901.67,2021-12-17 09:42:08.444+00,2022-01-09 15:56:55.265+00,Small Fresh Table,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,lquom,Furniture Protection Plan,7,9,REGRUGPRO,Years,e2a7fd80-7eb8-4b8e-ab88-889850347629,2023-03-30 21:49:39.775875,2023-03-30 21:49:39.775875
b0dd57b1-6120-44d8-9f24-7169fca25072,r6wytkrett,727.36,2022-03-18 13:17:14.521+00,2022-01-22 08:34:12.428+00,Electronic Bronze Fish,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",db7fu,Adjustable King Mattress Base Protection Plan,6,484,REGKADJPRO5,Years,9eafcbaf-3584-487f-a642-3eded6490480,2023-03-30 21:49:39.776945,2023-03-30 21:49:39.776945
52e6bf95-ffd3-46f3-a03a-9840f165c0cd,3ln0zia5rz,815.19,2022-01-21 12:58:28.044+00,2021-02-01 16:53:10.553+00,Rustic Plastic Towels,The Football Is Good For Training And Recreational Purposes,l607h,Outdoor Furniture Protection Plan,5,347,REGOUTDRF,Years,9c99a170-84c5-4b1e-892d-263913024a5a,2023-03-30 21:49:39.777992,2023-03-30 21:49:39.777992
52848ec0-256f-4aef-b3fa-b744a5f390f9,th5sdl5xxd,501.32,2021-03-29 22:15:06.923+00,2022-01-24 02:43:32.696+00,Luxurious Steel Soap,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",qe0c8,Adjustable King Mattress Base Protection Plan,6,484,REGKADJPRO5,Years,1d3758b7-b906-4aa8-9c91-ffcf3526d528,2023-03-30 21:49:39.77921,2023-03-30 21:49:39.77921
7604fa72-54ef-4fb1-91da-443920542e36,26q8cyjr60,907.56,2021-11-06 22:29:39.604+00,2022-02-16 14:45:02.674+00,Small Rubber Shoes,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",feo8o,Adjustable King Mattress Base Protection Plan,6,146,REGKADJPRO10,Years,b3580862-2664-4efb-8778-26e338ed4928,2023-03-30 21:49:39.780419,2023-03-30 21:49:39.780419
f8692436-2511-43df-a663-597272352bef,3cdjzdmonj,496.78,2021-03-18 12:06:22.899+00,2021-05-17 05:27:51.604+00,Recycled Soft Chair,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",4rb1l,Outdoor Furniture Protection Plan,5,347,REGOUTDRF,Years,0fec7aad-7c06-4afc-8e35-5f2ce4c26520,2023-03-30 21:49:39.781569,2023-03-30 21:49:39.781569
c47d5296-5af1-45f5-8b8a-8cc4e2f9b103,3bajenvg2z,863.97,2021-10-18 16:16:05.454+00,2022-01-15 19:39:34.297+00,Intelligent Cotton Shoes,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",djcnb,Adjustable King Mattress Base Protection Plan,6,484,REGKADJPRO5,Years,83cf0390-4ee3-48a9-94e7-32c93df14ab5,2023-03-30 21:49:39.782663,2023-03-30 21:49:39.782663
6f6195ca-ce6a-406f-84e9-51446b10ee78,f17le6hxm3,162.87,2021-09-05 23:20:55.854+00,2021-04-03 05:32:11.143+00,Ergonomic Soft Ball,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",1xwrj,Adjustable King Mattress Base Protection Plan,6,146,REGKADJPRO10,Years,ec285732-531b-4506-8cdb-434abcb6ca46,2023-03-30 21:49:39.783761,2023-03-30 21:49:39.783761
9a168c13-99b2-4c48-ad8a-e4e5dae907cd,4vm5q846vb,613.05,2022-05-20 01:53:01.23+00,2021-08-17 18:14:55.535+00,Practical Frozen Tuna,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,ofhwx,Outdoor Furniture Protection Plan,5,347,REGOUTDRF,Years,d4edca7a-c426-42c0-9be4-2a1734dd07e7,2023-03-30 21:49:39.784858,2023-03-30 21:49:39.784858
55f97c4e-afbc-42e4-8e78-9f23ef3280e6,wj6axe37wy,183.67,2021-09-03 07:56:51.545+00,2021-02-23 13:22:48.98+00,Gorgeous Rubber Car,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",wi4jd,Adjustable Mattress Base Protection Plan,9,920,REGADJPRO10,Years,4a461dd8-2cd4-4683-b155-a8114ed8bc6e,2023-03-30 21:49:39.785959,2023-03-30 21:49:39.785959
3b33260c-d258-4bd7-9990-1053407b78df,p4v2v2ijet,323.99,2021-10-23 20:27:07.183+00,2021-05-24 11:05:36.061+00,Incredible Steel Chair,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,cn6ay,Furniture Protection Plan,3,446,REGFURNPRO,Years,c42a298e-8811-42b4-afe4-058ed9edb332,2023-03-30 21:49:39.787003,2023-03-30 21:49:39.787003
50903d83-7398-4e2e-880f-673b1fbd21ba,xb68qvoxne,196.89,2021-12-31 22:33:41.766+00,2021-12-19 17:00:57.453+00,Gorgeous Rubber Fish,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",u7osn,Furniture Protection Plan,3,446,REGFURNPRO,Years,5940a902-b239-4b4d-94c7-44564c652924,2023-03-30 21:49:39.788199,2023-03-30 21:49:39.788199
567b9877-afc0-4c53-808a-ab303fd6b0be,25ro356z6n,639.37,2021-12-04 22:47:55.905+00,2022-02-15 18:53:41.409+00,Practical Bronze Pizza,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,sjfs8,Adjustable King Mattress Base Protection Plan,6,146,REGKADJPRO10,Years,a7eec47c-aebc-4bc6-82dd-d492eacd2c36,2023-03-30 21:49:39.78925,2023-03-30 21:49:39.78925
04f7719e-8182-4e0a-b5b4-d70d988e5c49,jszzyyubgn,580.17,2021-11-04 16:19:52.306+00,2021-11-24 07:30:35.905+00,Gorgeous Metal Pants,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,bsf8c,Adjustable King Mattress Base Protection Plan,6,484,REGKADJPRO5,Years,57ecde4c-c25e-4264-9e8f-5ea0e133948d,2023-03-30 21:49:39.790252,2023-03-30 21:49:39.790252
9dca083d-9eb8-46d1-adcf-062cc216d63e,iaffvzem7r,32.09,2021-11-22 06:39:44.62+00,2021-04-21 22:09:07.524+00,Practical Frozen Tuna,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,ofhwx,Adjustable King Mattress Base Protection Plan,6,484,REGKADJPRO5,Years,20a46fc9-7a04-4fcb-bab8-ec3a52067323,2023-03-30 21:49:39.791355,2023-03-30 21:49:39.791355
fc45921f-e3b3-4ba9-8808-7978e502116f,y42nq6v6kd,991.84,2021-05-02 06:50:34.036+00,2022-01-19 20:42:52.412+00,Fantastic Soft Bike,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",5ly3g,Furniture Protection Plan,3,446,REGFURNPRO,Years,d9fccde0-f4cf-4eee-a80a-058d8ec31063,2023-03-30 21:49:39.792404,2023-03-30 21:49:39.792404
59fb0bbc-14c7-4b69-ae4d-5502d0c90175,7sxilajhpj,66.65,2022-05-12 21:13:01.678+00,2021-06-12 11:47:31.279+00,Rustic Soft Computer,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,e3x2n,Furniture Protection Plan,7,9,REGRUGPRO,Years,9dac4058-1ccc-48ad-8441-19bd99bb425e,2023-03-30 21:49:39.793423,2023-03-30 21:49:39.793423
751369d0-d41e-48a7-8d25-7f2c6d5e6a10,qh9uw1wyan,72.79,2021-04-29 00:36:20.997+00,2021-03-24 18:54:03.188+00,Recycled Cotton Towels,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",tq7dw,Adjustable King Mattress Base Protection Plan,6,484,REGKADJPRO5,Years,e0e065bf-fcfb-4575-a514-09104761d69c,2023-03-30 21:49:39.794477,2023-03-30 21:49:39.794477
4413c8e7-641e-42a3-8246-f54f0ab8fb25,r7ro25fuzm,608.67,2022-02-07 04:11:26.669+00,2021-01-19 15:45:55.783+00,Intelligent Cotton Table,The Football Is Good For Training And Recreational Purposes,lr9r7,Furniture Protection Plan,3,446,REGFURNPRO,Years,b93e0d67-1e42-4776-b780-ac85ddddd76f,2023-03-30 21:49:39.795492,2023-03-30 21:49:39.795492
dca9d7f7-b483-4cd6-8e57-0ee390d3bb93,z11cepy2iq,191.19,2021-09-17 06:20:42.762+00,2022-04-28 06:12:02.074+00,Handmade Bronze Soap,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",drr0d,Adjustable Mattress Base Protection Plan,5,693,REGADJPRO5,Years,df4eacd0-4dc3-4740-b689-14f9e3147e87,2023-03-30 21:49:39.796511,2023-03-30 21:49:39.796511
1d765428-6b0e-4b9d-bf1b-940f2650b327,duxls0m4md,694.02,2022-02-19 18:14:02.744+00,2021-12-28 14:22:41.887+00,Recycled Frozen Sausages,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,vzc8s,Outdoor Furniture Protection Plan,5,347,REGOUTDRF,Years,6226d07c-742b-46ed-a521-eb543029d2be,2023-03-30 21:49:39.797549,2023-03-30 21:49:39.797549
6ec71c12-aaad-4eaf-b87c-741a79b5eb83,mj1qsu4azd,300.24,2021-01-13 18:56:33.359+00,2021-03-30 23:25:02.226+00,Elegant Soft Computer,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,pulyk,Furniture Protection Plan,3,446,REGFURNPRO,Years,a11cac0d-dd5f-4553-881d-9a7ad908d4b5,2023-03-30 21:49:39.798553,2023-03-30 21:49:39.798553
4a75fdf1-0e0c-4171-b6ea-b0218dbf029e,fp0miijkx6,570.49,2021-11-18 02:36:57.816+00,2022-05-09 13:57:07.305+00,Luxurious Steel Tuna,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,pmcyo,Adjustable King Mattress Base Protection Plan,6,484,REGKADJPRO5,Years,bc6bfe45-cb1f-42f5-b66d-43ed35bfd595,2023-03-30 21:49:39.799569,2023-03-30 21:49:39.799569
e2571f99-fc50-491c-8523-7d9132da408c,yy8aj2jyr4,63.28,2022-03-12 23:36:03.143+00,2021-04-21 07:37:45.475+00,Elegant Plastic Hat,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",zga9g,Furniture Protection Plan,3,446,REGFURNPRO,Years,cc79b3c9-4c4b-452b-823b-774d22dbe70f,2023-03-30 21:49:39.800658,2023-03-30 21:49:39.800658
10c62c9c-5e95-4cc7-aeb9-b0864a9db485,28f5mpnn9w,284.3,2022-05-08 11:18:20.218+00,2021-07-26 15:02:03.379+00,Rustic Cotton Chips,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,to9zr,Adjustable Mattress Base Protection Plan,5,693,REGADJPRO5,Years,66db1438-a2c3-4586-86b2-397f21b70500,2023-03-30 21:49:39.801774,2023-03-30 21:49:39.801774
dac30bfd-9f24-4529-985e-0f7097d6de40,t401w77lk6,888.84,2021-08-06 09:05:51.573+00,2022-01-17 16:39:08.704+00,Incredible Bronze Pizza,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,xymub,Furniture Protection Plan,3,446,REGFURNPRO,Years,15db70dd-699c-49ba-abb2-409bf8e82dc9,2023-03-30 21:49:39.802889,2023-03-30 21:49:39.802889
cb221160-3405-4d75-a956-4370bfe74b53,ck1ig0f0pz,913.26,2021-08-10 22:44:33.228+00,2022-02-11 20:34:33.753+00,Ergonomic Concrete Computer,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",qlxyk,Outdoor Furniture Protection Plan,5,347,REGOUTDRF,Years,9fdf5fe3-de1f-42fe-8e73-768ee97c22d5,2023-03-30 21:49:39.804076,2023-03-30 21:49:39.804076
651a5eda-c414-4caa-98ea-4ede270b25f6,7ya5fh3wuv,942.44,2022-02-21 11:04:39.858+00,2021-04-02 17:51:08.361+00,Practical Concrete Sausages,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",hn4h6,Furniture Protection Plan,7,9,REGRUGPRO,Years,8f51eb4f-05ca-4a9e-9d8a-b762bfef252c,2023-03-30 21:49:39.805229,2023-03-30 21:49:39.805229
9140c457-febf-4167-9753-7ca87c944469,1hb6avn2xi,497.42,2022-02-14 00:39:55.627+00,2021-03-19 14:21:53.202+00,Incredible Metal Salad,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",qrchb,Adjustable King Mattress Base Protection Plan,6,484,REGKADJPRO5,Years,5656c6c7-b35a-41f8-8f4c-f876cd713e15,2023-03-30 21:49:39.80632,2023-03-30 21:49:39.80632
d92bb8fd-2dff-4b25-a81c-9ef08ad03f8e,o9g0aci5mw,38.24,2022-04-08 21:15:49.494+00,2022-04-20 13:46:44.949+00,Small Bronze Bike,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,1x463,Furniture Protection Plan,7,9,REGRUGPRO,Years,af117b7a-5b5a-4636-b143-16b7e80e99ad,2023-03-30 21:49:39.807387,2023-03-30 21:49:39.807387
bd399ed4-8a5d-4246-bec8-f08054ec666c,wp5ajsx667,948.77,2022-02-06 12:52:45.722+00,2021-04-13 17:47:01.611+00,Licensed Fresh Car,The Football Is Good For Training And Recreational Purposes,iay8a,Furniture Protection Plan,7,9,REGRUGPRO,Years,807ebdb7-041d-413c-8eaf-ee9d224ed62f,2023-03-30 21:49:39.808546,2023-03-30 21:49:39.808546
9cd671bc-9375-401f-97f8-8f145ab79ec5,l2uam17dh0,806.92,2022-05-10 23:08:35.587+00,2022-03-31 02:21:35.538+00,Licensed Granite Fish,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",scil1,Adjustable King Mattress Base Protection Plan,6,146,REGKADJPRO10,Years,e47c9bb2-1363-4aee-ad1b-41c6ebb9ba4a,2023-03-30 21:49:39.809613,2023-03-30 21:49:39.809613
9f26ef7f-1d52-408e-8bbe-c57f506773f4,2xv2gk8kte,711.97,2021-03-04 08:22:08.818+00,2021-09-10 15:31:30.917+00,Practical Concrete Ball,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,7k5kt,Adjustable King Mattress Base Protection Plan,6,484,REGKADJPRO5,Years,a59baf98-7d72-4f3b-ab20-cb3a9b675eb7,2023-03-30 21:49:39.810695,2023-03-30 21:49:39.810695
4d429597-49c7-44c0-a79b-5d3f81c0dece,0oq7ny6yfc,652.97,2022-05-25 20:20:56.667+00,2021-03-03 03:36:40.722+00,Gorgeous Cotton Computer,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",5f95l,Adjustable Mattress Base Protection Plan,5,693,REGADJPRO5,Years,13b0a780-62ab-47c8-a2e8-171c6613dc54,2023-03-30 21:49:39.811773,2023-03-30 21:49:39.811773
709c978a-17c3-4ec6-9509-acb822e99611,brw3bm0h21,841.59,2022-04-15 20:21:52.131+00,2021-11-06 10:07:15.416+00,Modern Concrete Computer,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",21214,Adjustable King Mattress Base Protection Plan,6,484,REGKADJPRO5,Years,6625c8fb-7f50-4ec5-b0e9-5349a9588bfb,2023-03-30 21:49:39.812931,2023-03-30 21:49:39.812931
ceb36be0-6233-482a-b7e4-98ab00d7e2ce,m683rdkfie,709.93,2021-10-10 18:54:05.781+00,2022-05-24 15:47:49.257+00,Oriental Wooden Sausages,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",9jj38,Adjustable Mattress Base Protection Plan,5,693,REGADJPRO5,Years,3320b05c-29d4-49e3-8107-080a951c7f4f,2023-03-30 21:49:39.814119,2023-03-30 21:49:39.814119
b108a4d7-62f3-4a46-9e6e-7dafb8931602,2v5m1tlf5s,744.54,2021-11-07 06:29:58.385+00,2021-06-02 17:36:01.075+00,Handcrafted Granite Bacon,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,6uzhl,Adjustable King Mattress Base Protection Plan,6,484,REGKADJPRO5,Years,9efbaed7-29f4-4844-9f76-ddf57041f111,2023-03-30 21:49:39.815236,2023-03-30 21:49:39.815236
37665e07-5ef1-49e9-849f-f1a6bf6d4fae,4x28wyao8u,74.97,2021-06-29 06:22:38.195+00,2021-03-21 03:14:35.348+00,Recycled Cotton Towels,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",tq7dw,Adjustable Mattress Base Protection Plan,5,693,REGADJPRO5,Years,49947f66-8d3f-4379-b096-126cb88c3c62,2023-03-30 21:49:39.816314,2023-03-30 21:49:39.816314
9ab9e365-f602-49ac-9320-b36ca4997a0e,3b658goaj2,245.26,2022-03-11 00:30:06.909+00,2022-04-27 22:03:10.784+00,Intelligent Soft Tuna,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",px5sk,Adjustable Mattress Base Protection Plan,9,920,REGADJPRO10,Years,7dc67635-4355-40de-9a65-1d18f6ac5065,2023-03-30 21:49:39.8174,2023-03-30 21:49:39.8174
34bff5fb-6e01-4e82-9c90-eaae57684bf6,8kxqe0bitu,711.58,2021-04-15 07:21:31.362+00,2021-02-05 09:07:14.724+00,Elegant Bronze Soap,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",r0j52,Furniture Protection Plan,7,9,REGRUGPRO,Years,cb54f98d-1ea3-4369-88fd-3c05259f956c,2023-03-30 21:49:39.818421,2023-03-30 21:49:39.818421
b6082cf6-7a78-4e2b-b799-da7afdf82ade,5lyomoejde,764.56,2021-08-09 18:30:23.305+00,2021-01-12 06:57:56.059+00,Handmade Wooden Pizza,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,88n7g,Adjustable Mattress Base Protection Plan,5,693,REGADJPRO5,Years,f6750b9e-bbba-487c-a209-d12144836daa,2023-03-30 21:49:39.819653,2023-03-30 21:49:39.819653
29ab05c5-694d-43d5-bbff-187ca11f968a,8erqucw96c,921.01,2021-01-05 00:10:53.045+00,2021-06-09 09:03:13.045+00,Recycled Metal Chair,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",ztcoc,Furniture Protection Plan,7,9,REGRUGPRO,Years,2f70be4d-9c7c-4a0c-85aa-89bfed6a5a7b,2023-03-30 21:49:39.820677,2023-03-30 21:49:39.820677
c88fde67-fd6f-4d44-b0bb-4f8121faecad,rfu91aeydz,149.72,2021-12-07 19:33:17.063+00,2022-02-18 03:53:04.958+00,Electronic Frozen Table,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",sjjui,Adjustable King Mattress Base Protection Plan,6,484,REGKADJPRO5,Years,7965ff27-bf13-4990-b762-f337b567873c,2023-03-30 21:49:39.82169,2023-03-30 21:49:39.82169
03ecfae5-2e6c-4dc8-87c3-14f64b887347,yfbi8vzvrk,699.06,2021-07-21 07:29:50.325+00,2021-04-20 09:23:11.48+00,Luxurious Steel Tuna,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,pmcyo,Furniture Protection Plan,3,446,REGFURNPRO,Years,959e6ce0-bb81-4630-9375-cee923bf1fd2,2023-03-30 21:49:39.822727,2023-03-30 21:49:39.822727
149d592d-d855-4530-b772-fa174acc3943,so48lk4k1d,384.21,2021-02-08 09:42:11.399+00,2021-11-01 19:27:45.211+00,Intelligent Fresh Hat,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",sn3ta,Furniture Protection Plan,3,446,REGFURNPRO,Years,6a133281-553e-41ba-994d-61744d5bd384,2023-03-30 21:49:39.823811,2023-03-30 21:49:39.823811
06e1d59d-5546-4034-b316-e2bb806f8b95,gmmxbes2hm,194.78,2021-07-09 21:12:59.015+00,2021-08-11 22:35:54.345+00,Refined Wooden Pants,The Football Is Good For Training And Recreational Purposes,srcdz,Adjustable King Mattress Base Protection Plan,6,146,REGKADJPRO10,Years,1dca933e-a4b3-49ad-900e-36ad1f86dfe0,2023-03-30 21:49:39.82486,2023-03-30 21:49:39.82486
85e2db6e-a7fa-4724-8113-c7215d801ac7,n02x90e2iq,426.49,2021-11-13 02:41:03.526+00,2022-02-05 23:34:41.701+00,Ergonomic Bronze Car,The Football Is Good For Training And Recreational Purposes,xgzem,Outdoor Furniture Protection Plan,5,347,REGOUTDRF,Years,39960e0e-cd5f-4a90-a1aa-3323853981a7,2023-03-30 21:49:39.825874,2023-03-30 21:49:39.825874
